# date=2019-03-22;scenarioFile=scenario_jonquera.ini;landscapeFile=landscape/jonquera.lcp;ignitionFile=perimetres/jonquera_central_polygon_2.shp;perimeterResolution=30m;distanceResolution=30m;StartDate=2019-07-22 18:00:00;EndDate=2019-07-23 18:00:00;hoursOfSimulation=24
generation individual p0 p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 p12 p13 p14 p15 p16 p17 p18 p19 p20 runtime maxRSS outputs cpu csw exit error
0 157 4 15 7 23 85 10 119 32 89 0.793386 0 0 0 0 0 0 0 0 0 0 0 26.97 46904 35808 99% 3157 0 1.009825 
0 158 10 5 7 27 66 6 266 45 92 0.904261 0 0 0 0 0 0 0 0 0 0 0 13.94 35740 35744 99% 1639 0 1.002809 
0 159 13 14 1 62 73 21 230 41 89 1.255617 0 0 0 0 0 0 0 0 0 0 0 38.61 59292 36128 99% 4204 0 1 
0 160 15 6 12 27 82 14 203 37 95 0.611095 0 0 0 0 0 0 0 0 0 0 0 45.77 65188 36352 99% 5043 0 1 
0 161 6 2 1 37 70 11 326 37 79 0.086826 0 0 0 0 0 0 0 0 0 0 0 23.50 71652 36096 99% 2572 0 1.035396 
0 162 2 11 3 61 75 15 68 35 85 0.944442 0 0 0 0 0 0 0 0 0 0 0 101.96 91376 36384 99% 10475 0 1.048211 
0 163 3 12 14 36 84 16 119 37 56 0.953244 0 0 0 0 0 0 0 0 0 0 0 530.34 272204 37368 99% 53050 0 1.249566 
0 164 8 14 13 58 67 12 88 33 96 0.119384 0 0 0 0 0 0 0 0 0 0 0 24.71 45740 35808 99% 2662 0 1.004593 
0 165 14 2 12 39 86 13 148 38 36 0.512723 0 0 0 0 0 0 0 0 0 0 0 780.14 353852 37896 99% 77262 0 1.749349 
0 166 4 8 14 37 67 7 14 31 98 1.095046 0 0 0 0 0 0 0 0 0 0 0 14.46 37396 35736 99% 1623 0 1.007619 
0 167 7 13 1 53 86 13 341 39 46 0.195140 0 0 0 0 0 0 0 0 0 0 0 465.62 246032 36944 99% 46295 0 1.441240 
0 168 8 3 2 68 94 8 334 36 63 1.747280 0 0 0 0 0 0 0 0 0 0 0 8.56 27684 35616 99% 1053 0 1.062123 
0 169 9 2 10 28 64 9 312 36 90 1.144295 0 0 0 0 0 0 0 0 0 0 0 22.22 43352 35792 99% 2654 0 1.006510 
0 170 14 9 1 66 65 11 110 45 89 1.621894 0 0 0 0 0 0 0 0 0 0 0 29.33 49328 35952 99% 3352 0 1 
0 171 2 12 10 31 87 16 117 44 95 0.846490 0 0 0 0 0 0 0 0 0 0 0 71.62 72740 36352 99% 7399 0 1.040592 
0 172 6 14 9 56 93 15 154 32 95 0.906336 0 0 0 0 0 0 0 0 0 0 0 68.96 70104 36424 99% 7448 0 1.012164 
0 173 8 6 14 38 89 9 157 42 93 1.294494 0 0 0 0 0 0 0 0 0 0 0 24.72 44336 35792 99% 2619 0 1.007137 
0 174 6 11 7 46 98 11 206 45 95 1.392441 0 0 0 0 0 0 0 0 0 0 0 21.68 44360 35848 99% 2432 0 1.010790 
0 175 5 3 13 46 92 10 123 38 66 1.915931 0 0 0 0 0 0 0 0 0 0 0 124.33 104768 36296 99% 12539 0 1.081437 
