# date=2019-03-14;scenarioFile=scenario_jonquera.ini;landscapeFile=landscape/jonquera.lcp;ignitionFile=perimetres/jonquera_central_polygon_2.shp;perimeterResolution=30m;distanceResolution=30m;StartDate=2019-07-22 18:00:00;EndDate=2019-07-23 06:00:00;hoursOfSimulation=12
generation individual p0 p1  p2        p3        p4        p5        p6        p7        p8       p9      p10      p11      p12      p13      p14      p15   p16      p17      p18      p19      p20 runtime maxRSS outputs cpu csw exit error
0 126 15 4 4 30 95 18 177 41 85 1.947082 0 0 0 0 0 0 0 0 0 0 0 2.50 23692 232 99% 339 0 9999.990234 
0 127 11 2 9 67 80 12 217 42 67 1.451244 0 0 0 0 0 0 0 0 0 0 0 5.59 26360 35624 99% 713 0 1.063642 
0 128 3 4 4 66 94 5 124 32 95 1.277581 0 0 0 0 0 0 0 0 0 0 0 5.67 24024 35552 97% 700 0 1.006173 
0 129 13 6 9 38 65 7 111 42 49 1.116934 0 0 0 0 0 0 0 0 0 0 0 7.87 29016 35608 99% 994 0 1.087054 
0 130 10 12 5 33 93 6 274 37 37 0.039302 0 0 0 0 0 0 0 0 0 0 0 7.24 29296 35616 99% 938 0 1.085246 
0 131 11 7 13 28 62 5 302 41 40 0.400112 0 0 0 0 0 0 0 0 0 0 0 8.12 28452 35608 99% 1109 0 1.068067 
0 132 10 7 15 46 85 22 93 45 92 0.743286 0 0 0 0 0 0 0 0 0 0 0 5.00 24096 35568 99% 743 0 1.005582 
0 133 2 6 14 69 86 13 125 48 31 0.874653 0 0 0 0 0 0 0 0 0 0 0 201.77 148772 36360 99% 20277 0 2.196991 
0 134 2 2 14 37 64 15 154 45 62 0.804811 0 0 0 0 0 0 0 0 0 0 0 19.84 44032 35896 99% 2167 0 1.472971 
0 135 9 8 9 52 92 18 331 34 97 1.761658 0 0 0 0 0 0 0 0 0 0 0 4.89 24228 35560 99% 632 0 1.009150 
0 136 5 12 0 55 95 14 294 42 93 1.241603 0 0 0 0 0 0 0 0 0 0 0 4.47 24392 35560 99% 549 0 1.017421 
0 137 2 2 7 31 87 28 44 43 38 1.434464 0 0 0 0 0 0 0 0 0 0 0 846.02 383152 37040 99% 82938 0 4.479614 
0 138 11 15 2 21 79 18 108 39 73 0.397010 0 0 0 0 0 0 0 0 0 0 0 5.69 23736 35648 99% 813 0 1.000072 
0 139 14 12 3 64 67 16 185 44 33 0.854696 0 0 0 0 0 0 0 0 0 0 0 155.65 120888 36120 99% 15775 0 1.813124 
