# jonquera scenario; 30 hours of prediction; ignition from central polygon; single core execution; scenario.ini: landscapeFile=landscape/jonquera.lcp;ignitionFile=perimetres/jonquera_central_polygon_2.shp;perimeterResolution=30m;distanceResolution=30m;StartDate=2019-07-22 12:00:00;EndDate=2019-07-23 18:30:00;hoursOfSimulation=30
generation individual p0 p1  p2        p3        p4        p5        p6        p7        p8       p9      p10      p11      p12      p13      p14      p15   p16      p17      p18      p19      p20 runtime maxRSS outputs cpu csw exit error
0 139 14 12 3 64 67 16 185 44 33 0.854696 0 0 0 0 0 0 0 0 0 0 0 810.06 630060 38640 100% 82126 0 2.098013 
0 140 2 10 1 41 70 20 83 36 99 0.865057 0 0 0 0 0 0 0 0 0 0 0 216.13 196920 39112 99% 24249 0 1.517469 
0 141 2 9 7 58 71 14 340 47 76 1.895788 0 0 0 0 0 0 0 0 0 0 0 183.03 210420 38200 99% 19957 0 1.673615 
0 142 10 6 14 26 65 13 220 32 74 0.462937 0 0 0 0 0 0 0 0 0 0 0 108.00 178492 37872 99% 12302 0 1.310387 
0 143 2 7 11 22 81 7 299 36 93 0.311530 0 0 0 0 0 0 0 0 0 0 0 12.95 53344 36112 99% 1982 0 1.074517 
0 144 13 8 12 55 70 20 282 37 84 1.333378 0 0 0 0 0 0 0 0 0 0 0 355.55 284652 39536 99% 44745 0 1.216943 
0 145 11 14 6 27 68 19 164 48 38 0.312607 0 0 0 0 0 0 0 0 0 0 0 1141.99 815500 39352 100% 114550 0 2.485196 
0 146 15 10 8 48 80 8 352 30 45 1.940581 0 0 0 0 0 0 0 0 0 0 0 147.17 182776 36808 99% 15488 0 1.211916 
0 147 4 2 15 56 86 21 112 39 37 1.426212 0 0 0 0 0 0 0 0 0 0 0 2314.07 1308088 40920 100% 229573 0 3.735147 
0 148 10 2 9 56 91 22 161 41 40 0.394381 0 0 0 0 0 0 0 0 0 0 0 1825.86 1123336 40048 99% 181398 0 2.981410 
0 149 4 3 6 41 79 17 299 35 91 1.567516 0 0 0 0 0 0 0 0 0 0 0 424.86 329260 42752 99% 47257 0 1.645055 
0 150 13 11 6 69 82 9 259 35 79 1.594819 0 0 0 0 0 0 0 0 0 0 0 23.43 73116 36232 99% 2921 0 1.083028 
0 151 9 10 1 49 87 1 57 34 76 0.786245 0 0 0 0 0 0 0 0 0 0 0 7.65 39364 35768 99% 1091 0 1.020097 
0 152 9 6 2 44 71 12 262 38 44 1.669572 0 0 0 0 0 0 0 0 0 0 0 539.01 433604 38704 100% 54724 0 1.713833 
0 153 5 10 13 67 67 13 317 35 86 1.399668 0 0 0 0 0 0 0 0 0 0 0 103.78 143324 37664 99% 11935 0 1.273352 
0 154 7 3 12 43 67 12 90 30 66 0.421427 0 0 0 0 0 0 0 0 0 0 0 287.04 262496 38696 100% 29977 0 1.698534 
0 155 9 8 7 61 84 11 260 47 47 0.640871 0 0 0 0 0 0 0 0 0 0 0 362.30 351096 37808 100% 36658 0 1.506510 
0 156 10 9 7 23 80 13 56 48 82 0.528884 0 0 0 0 0 0 0 0 0 0 0 90.07 138132 37168 99% 10480 0 1.347531 
0 157 4 15 7 23 85 10 119 32 89 0.793386 0 0 0 0 0 0 0 0 0 0 0 32.58 83524 36640 99% 3960 0 1.116651 
0 158 10 5 7 27 66 6 266 45 92 0.904261 0 0 0 0 0 0 0 0 0 0 0 9.35 46024 35944 99% 1321 0 1.042388 
0 159 13 14 1 62 73 21 230 41 89 1.255617 0 0 0 0 0 0 0 0 0 0 0 56.43 93904 36936 99% 7301 0 1.060484 
0 160 15 6 12 27 82 14 203 37 95 0.611095 0 0 0 0 0 0 0 0 0 0 0 48.23 104612 37312 99% 6143 0 1.106645 
0 161 6 2 1 37 70 11 326 37 79 0.086826 0 0 0 0 0 0 0 0 0 0 0 84.11 137540 37032 99% 9922 0 1.337223 
0 162 2 11 3 61 75 15 68 35 85 0.944442 0 0 0 0 0 0 0 0 0 0 0 131.24 181660 37952 100% 14205 0 1.526101 
0 163 3 12 14 36 84 16 119 37 56 0.953244 0 0 0 0 0 0 0 0 0 0 0 678.35 530796 40080 100% 69219 0 2.487534 
